Feature,Duration,ATE,Normalized_ATE,Sum_Normalized_ATE,Type
Radial Distance from Sun,160,-0.1990705443720302,-0.0069663654837536365,1.0,IBS_N
Electronic Box Temperature,160,0.4054834850084552,0.014189674133386856,1.0,IBS_N
Outboard Sensor Temperature,160,0.3040436925706166,0.010639843740611882,1.0,IBS_N
Inboard Sensor Temperature,160,-1.203834912024471,-0.04212754833076736,1.0,IBS_N
Search Coil Magnetometer's Temperature,160,-1.16324617492628,-0.04070716754042017,1.0,IBS_N
Solar Array's Angle,160,36.15764907887187,1.2653172738905722,1.0,IBS_N
High Gain Antenna Azimuth,160,-7.120614951532733,-0.24918204939830002,1.0,IBS_N
Heater Dutycycle,160,0.0085998397510651,0.00030094671713797657,1.0,IBS_N
Outboard Sensor minus Inboard Sensor Temp.,160,3.934104849320277,0.1376718605870414,1.0,IBS_N
2.5V_PCU_ELB,170,-0.8756401302044491,0.016409615676112876,1.0000000000000002,IBS_N
Radial Distance from Sun,170,-0.2287476985887779,0.004286763124664841,1.0000000000000002,IBS_N
Electronic Box Temperature,170,0.4836881992329145,-0.009064382938490994,1.0000000000000002,IBS_N
Outboard Sensor Temperature,170,0.410453049712883,-0.007691946230587046,1.0000000000000002,IBS_N
Inboard Sensor Temperature,170,-0.4560177974177018,0.008545835827950002,1.0000000000000002,IBS_N
Search Coil Magnetometer's Temperature,170,-0.3799972114613061,0.007121199660662771,1.0000000000000002,IBS_N
Solar Array's Angle,170,-47.87075448950253,0.8971044795707106,1.0000000000000002,IBS_N
High Gain Antenna Azimuth,170,-6.468037616062079,0.12121190863355975,1.0000000000000002,IBS_N
Heater Dutycycle,170,0.0665981910732804,-0.001248059199824131,1.0000000000000002,IBS_N
Outboard Sensor minus Inboard Sensor Temp.,170,1.9570515869091345,-0.0366754141247586,1.0000000000000002,IBS_N
2.5V_PCU_ELB,180,-0.3057702176179984,0.05195279742598388,0.9999999999999998,IBS_N
Radial Distance from Sun,180,-0.245524073877194,0.04171649735122317,0.9999999999999998,IBS_N
Electronic Box Temperature,180,-0.4152672649152721,0.07055721861943562,0.9999999999999998,IBS_N
Outboard Sensor Temperature,180,0.3313095050884281,-0.05629212595409068,0.9999999999999998,IBS_N
Inboard Sensor Temperature,180,-0.2526043590560973,0.042919494243737095,0.9999999999999998,IBS_N
